incidentType,declarationDate,disasterNumber,county,state,city,zip,applicantAge,householdComposition,occupantsUnderTwo,occupants2to5,occupants6to18,occupants19to64,occupants65andOver,grossIncome,ownRent,primaryResidence,residenceType,homeOwnersInsurance,floodInsurance,registrationMethod,ihpReferral,ihpEligible,ihpAmount,fipAmount,haReferral,haEligible,haAmount,haStatus,onaReferral,onaEligible,onaAmount,utilitiesOut,homeDamage,autoDamage,emergencyNeeds,foodNeed,shelterNeed,accessFunctionalNeeds,sbaEligible,sbaApproved,inspnIssued,inspnReturned,habitabilityRepairsRequired,rpfvl,ppfvl,renterDamageLevel,destroyed,waterLevel,highWaterLocation,floodDamage,floodDamageAmount,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,personalPropertyEligible,personalPropertyAmount,ihpMax,haMax,onaMax,lastRefresh,id,home_status
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,35-49,1,0,0,0,1,0,"<$15,000",Owner,TRUE,Mobile Home,TRUE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,INS - Insured,TRUE,FALSE,0,TRUE,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc044,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,19-34,1,0,0,0,1,0,"$30,001-$60,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,TRUE,1390,0,TRUE,TRUE,1390,ER - Eligible - Rental Assistance,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,11318.8,2289.06,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,TRUE,1390,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dbfd7,Eligible
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,50-64,2,0,0,0,1,1,"$30,001-$60,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,TRUE,1390,0,TRUE,TRUE,1390,ER - Eligible - Rental Assistance,TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,21411.36,1101.27,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,TRUE,1390,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dbfe1,Eligible
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,65+,2,0,0,0,1,1,"<$15,000",Owner,TRUE,House/Duplex,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"IIDV,INONV,IOWNV - Ineligible Failed Identity Verification, Occupancy Not Verified, Ownership Not Verified",TRUE,FALSE,0,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dbffb,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,35-49,4,0,0,3,1,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,TRUE,26870.27,0,TRUE,TRUE,23533.36,EHR - Eligible - Home Repairs,TRUE,TRUE,3336.91,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,21411.36,3736.89,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,TRUE,2122,TRUE,21411.36,FALSE,0,TRUE,3336.91,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc002,Eligible
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,50-64,1,0,0,0,1,0,"$15,000-$30,000",Owner,TRUE,House/Duplex,FALSE,FALSE,Call Center,TRUE,TRUE,3894.91,0,TRUE,TRUE,3894.91,INR- Ineligible - No Relocation,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3894.91,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,TRUE,3894.91,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc032,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,35-49,4,0,1,1,2,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"IOWNV,IRND - Ineligible Ownership Not Verified, Reported No Damage",FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc018,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,MOUNDVILLE,35474,35-49,1,0,0,0,1,0,0,Renter,TRUE,House/Duplex,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,INONV - Ineligible - Occupancy Not Verified,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc041,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,35-49,4,0,0,2,2,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,IID- Ineligible - Insufficient Damage,TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dbfd3,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,50-64,1,0,0,0,1,0,"$15,000-$30,000",Owner,TRUE,House/Duplex,TRUE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,INS - Insured,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc000,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,50-64,3,0,0,0,3,0,0,Owner,TRUE,House/Duplex,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"IOWNV,IRND - Ineligible Ownership Not Verified, Reported No Damage",FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dbff8,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,50-64,2,0,0,0,2,0,0,Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INONV,IOWNV - Ineligible Occupancy Not Verified, Ownership Not Verified",FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc001,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,50-64,2,0,0,0,2,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,TRUE,1678,0,TRUE,TRUE,1678,ER - Eligible - Rental Assistance,FALSE,FALSE,0,FALSE,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,11471.41,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,TRUE,1678,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc01b,Eligible
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,35-49,1,0,0,0,1,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,TRUE,4586.23,0,TRUE,TRUE,4586.23,ER - Eligible - Rental Assistance,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3196.23,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,TRUE,1390,TRUE,3196.23,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc02a,Eligible
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,50-64,4,1,1,0,2,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,TRUE,256.5,0,TRUE,FALSE,0,"INR,IOWNV - Ineligible No Relocation, Ownership Not Verified",TRUE,TRUE,256.5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3196.23,256.5,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,TRUE,256.5,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc039,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,65+,1,0,0,0,0,1,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INONV,IOWNV - Ineligible Occupancy Not Verified, Ownership Not Verified",TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc031,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,50-64,2,0,0,1,1,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"IOWNV,IRND - Ineligible Ownership Not Verified, Reported No Damage",FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc043,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,50-64,1,0,0,0,1,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,TRUE,1390,0,TRUE,TRUE,1390,ER - Eligible - Rental Assistance,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1252.73,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,TRUE,1390,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc045,Eligible
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,50-64,2,0,0,1,1,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,IRND- Ineligible - Reported No Damage,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc015,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,65+,1,0,0,0,0,1,"$30,001-$60,000",Owner,TRUE,Mobile Home,TRUE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,INS - Insured,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc017,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,19-34,4,0,1,1,2,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"IID,IOWNV - Ineligible Insufficient Damage, Ownership Not Verified",FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc026,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,50-64,1,0,0,0,1,0,"$30,001-$60,000",Owner,TRUE,House/Duplex,TRUE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,INS - Insured,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc052,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,NEWBERN,36765,50-64,1,0,0,0,1,0,"$15,000-$30,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INONV,IOWNV - Ineligible Occupancy Not Verified, Ownership Not Verified",TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1405.34,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc06d,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GALLION,36742,50-64,1,0,0,0,1,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INONV,IOWNV - Ineligible Occupancy Not Verified, Ownership Not Verified",TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc06e,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,35-49,1,0,0,0,1,0,0,Owner,TRUE,House/Duplex,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INONV,IOWNV - Ineligible Occupancy Not Verified, Ownership Not Verified",FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc086,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,19-34,4,0,1,2,1,0,"$15,000-$30,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INONV,IOWNV,IRND - Ineligible Occupancy Not Verified, Ownership Not Verified, Reported No Damage",TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc087,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,65+,1,0,0,0,0,1,"$15,000-$30,000",Owner,TRUE,Mobile Home,TRUE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,INI - Ineligible - Ineligible Insurance,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,11480.6,184.99,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc08f,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,65+,1,0,0,0,0,1,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INONV,IOWNV - Ineligible Occupancy Not Verified, Ownership Not Verified",FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc07a,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,MOUNDVILLE,35474,35-49,1,0,0,0,1,0,"$15,000-$30,000",Owner,TRUE,House/Duplex,TRUE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,INS - Insured,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc07d,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,50-64,1,0,0,0,1,0,"<$15,000",Renter,TRUE,Apartment,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,IID- Ineligible - Insufficient Damage,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc0a4,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,35-49,1,0,0,0,1,0,"<$15,000",Owner,TRUE,Travel Trailer,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INONV,IOWNV - Ineligible Occupancy Not Verified, Ownership Not Verified",TRUE,FALSE,0,FALSE,TRUE,TRUE,TRUE,,,TRUE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc0b4,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,65+,1,0,0,0,0,1,"$30,001-$60,000",Owner,FALSE,Other,FALSE,FALSE,Call Center,FALSE,FALSE,0,0,FALSE,FALSE,0,,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc05f,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,50-64,2,0,0,0,1,1,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INR,IOWNV - Ineligible No Relocation, Ownership Not Verified",FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1252.73,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc062,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,35-49,1,0,0,0,1,0,"<$15,000",Owner,FALSE,Other,FALSE,FALSE,Call Center,FALSE,FALSE,0,0,FALSE,FALSE,0,,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc077,Other
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,35-49,3,0,0,1,2,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,TRUE,2378.5,0,TRUE,TRUE,2122,ER - Eligible - Rental Assistance,TRUE,TRUE,256.5,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1252.73,256.5,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,TRUE,2122,FALSE,0,FALSE,0,TRUE,256.5,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc06f,Eligible
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,SAWYERVILLE,36776,65+,1,0,0,0,0,1,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"IOWNV,IRND - Ineligible Ownership Not Verified, Reported No Damage",FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,TRUE,FALSE,FALSE,FALSE,FALSE,,0,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc0a2,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,65+,1,0,0,0,0,1,"$15,000-$30,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INR,IOWNV - Ineligible No Relocation, Ownership Not Verified",TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1252.73,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc0a7,"Ineligible, Ownership Not Verified"
Severe Storm(s),2021-04-26T16:22:00.000Z,4596,Hale (County),AL,GREENSBORO,36744,19-34,2,1,0,0,1,0,"<$15,000",Owner,TRUE,Mobile Home,FALSE,FALSE,Call Center,TRUE,FALSE,0,0,TRUE,FALSE,0,"INR,IOWNV - Ineligible No Relocation, Ownership Not Verified",TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1252.73,0,,FALSE,0,,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,FALSE,FALSE,2021-05-15T14:43:39.000Z,609fc5be3f1f4108d74dc054,"Ineligible, Ownership Not Verified"
